SGB	ann	leave_mean	unleave_mean	p	type	FC	group
SMGC_610	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium glutamicum	1.03e-07	1.88e-08	2.0320460452963	D	2.45383977039294	leave
T2108173934_metabat2_bins_bin.48		7.85e-07	4.34e-07	2.0268657706345	C	0.85499761133451	pass
T2108174062_concoct_bins_bin.9		1.32e-07	1.07e-07	2.0268657706345	C	0.302927132957306	pass
T2109198937_concoct_bins_bin.18		1.81e-06	2.4e-06	2.02428895409925	A	-0.407044708525313	pass
T2108174076_concoct_bins_bin.27		2.55e-07	1.5e-07	2.02176240289139	D	0.765534746362977	pass
T2108174006_maxbin2_bins_bin.37		1.53e-07	1.14e-07	2.02140192088623	D	0.42449782852791	pass
T2108174079_metabat2_bins_bin.73		6.79e-08	3.76e-08	2.02140192088623	D	0.852678912567094	pass
T2108174102_metabat2_bins_bin.136	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea massiliense	2.03e-06	4.2e-07	2.02140192088623	D	2.27301849440642	leave
T2109199060_concoct_bins_bin.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	7.72e-08	3.81e-08	2.02140192088623	D	1.01880984977476	leave
1111525849737484_bin.22		6.53e-08	4.35e-08	2.02127218773835	D	0.58606759081034	pass
1111525849743575_bin.83		2.94e-08	2.4e-08	2.02127218773835	D	0.292781749227846	pass
1111525849861875_bin.7		7.11e-08	4.73e-08	2.02127218773835	D	0.58800937628002	pass
1111525849862568_bin.59		5.52e-08	3.65e-08	2.02127218773835	D	0.596771803010789	pass
1111525849644360_bin.38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	3.13e-06	5.45e-08	2.02125777533608	D	5.84376261704305	leave
1111525849736936_bin.37	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__	5.77e-08	2.77e-08	2.02125777533608	D	1.05868534259629	leave
T2108174126_metabat2_bins_bin.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__	3.79e-07	5.93e-08	2.01611380025192	C	2.67609383851245	leave
T2108173980_metabat2_bins_bin.148	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alterileibacterium;s__	5.54e-07	5.56e-08	2.01069945221366	D	3.31672918821304	leave
SMGC_484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sanguinis	3.63e-06	3.43e-05	2.01061346222535	D	-3.24016712306442	unleave
SMGC_540		1.72e-07	9.9e-08	2.01061346222535	D	0.796908134622488	pass
SMGC_123	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_B	7.86e-07	1.75e-06	2.01057047361509	D	-1.15475370446108	unleave
1111525849480988_bin.7		4.12e-08	6.27e-08	2.01055614502389	D	-0.605821105618821	pass
1111525849640573_bin.37		8.77e-08	4.4e-08	2.01055614502389	D	0.995073318920073	pass
1111525849669879_bin.23	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	5.44e-08	2.39e-08	2.01055614502389	D	1.18659603326959	leave
T2108173873_metabat2_bins_bin.43	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Neomicrococcus;s__Neomicrococcus lactis	1.18e-08	8.34e-08	2.01001623059951	B	-2.82126052408282	unleave
T2108173978_concoct_bins_bin.221	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Knoellia;s__	9.61e-08	3.45e-08	2.00521259432722	C	1.47794006910822	leave
T2108173978_metabat2_bins_bin.156	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus_A;s__Lactococcus_A raffinolactis	4.59e-07	2.22e-07	2.00521259432722	C	1.0479344770637	leave
T2108174135_maxbin2_bins_bin.29	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__UBA7694;f__UBA7694;g__JACYMC01;s__	1.93e-07	5.3e-07	2.00298274797511	A	-1.45739151218248	unleave
T2108174073_metabat2_bins_bin.30		1.15e-06	6.58e-07	2.00002558069834	D	0.805474372096496	pass
SMGC_508		6.62e-07	1.22e-07	1.99994011491993	D	2.43995006924433	pass
DSKIN0049-1_bin.16		3.42e-08	1.31e-08	1.99989738833702	D	1.38442951334845	pass
R_T2109198919_concoct_bins_bin.17		1e-07	3.53e-08	1.99989738833702	D	1.50225991139091	pass
T2109198948_concoct_bins_bin.17		2.61e-07	1.18e-07	1.99451811790164	C	1.14526294720804	pass
T2108173926_metabat2_bins_bin.110		1.08e-06	6.47e-07	1.99442991302078	C	0.739193695058323	pass
T2108173980_concoct_bins_bin.206		1.29e-07	5.17e-08	1.99442991302078	C	1.31913487999568	pass
T2108174006_maxbin2_bins_bin.37		2.69e-07	6.57e-07	1.99442991302078	C	-1.28828719776571	pass
T2108173887_concoct_bins_bin.110		6.24e-08	1.29e-08	1.9893803354132	D	2.27417496343899	pass
T2108174088_metabat2_bins_bin.40		2.78e-07	4.17e-08	1.9893803354132	D	2.73696559416621	pass
T2108174126_metabat2_bins_bin.83		3.75e-06	2.43e-07	1.9893803354132	D	3.94786237666482	pass
SMGC_412		4.33e-08	9.42e-08	1.98929537110203	D	-1.12136003488606	pass
1111525849862568_bin.71		5.16e-08	3.45e-08	1.989252873995	D	0.580774703757723	pass
1111525849736752_bin.20		6.67e-08	2.64e-08	1.98923872333889	D	1.33714883182613	pass
SMGC_281		1.69e-07	1.26e-07	1.98900560046239	C	0.423599512782268	pass
SMGC_338		1.51e-06	1.59e-06	1.98900560046239	C	-0.0744782159592766	pass
SMGC_488		4.72e-07	5.31e-07	1.98900560046239	C	-0.169925001442312	pass
1111525849644733_bin.13		1.24e-07	3.18e-07	1.98173359670068	A	-1.35868664489748	pass
SMGC_401		1.57e-08	1.18e-08	1.97890439455991	D	0.411977699529786	pass
T2107171968_concoct_bins_bin.24		4.43e-07	2.25e-07	1.97876363423102	D	0.977381697337981	pass
T2108174127_concoct_bins_bin.140		3.07e-08	1.99e-08	1.97876363423102	D	0.62547022482653	pass
1111525849742957_bin.1		5.6e-08	2.01e-08	1.97863697652676	D	1.47823132576604	pass
1111525849748616_bin.32		5.22e-08	2.06e-08	1.97863697652676	D	1.34140546938667	pass
SMGC_353		1.04e-06	4.56e-06	1.9782670977858	C	-2.13245029602365	pass
T2108174140_concoct_bins_bin.45		3.38e-07	1.81e-07	1.97303947411143	C	0.901033549198979	pass
T2108174144_concoct_bins_bin.43		1.01e-07	5.37e-08	1.97303947411143	C	0.911361299653745	pass
T2108173992_concoct_bins_bin.97		5.56e-08	1.69e-07	1.97295234202813	C	-1.60386645844604	pass
T2108174085_concoct_bins_bin.30		3.19e-07	2.99e-07	1.97295234202813	C	0.0934109395667643	pass
T2109198884_concoct_bins_bin.28		9.19e-07	1.16e-06	1.97123616333187	A	-0.3359880387259	pass
T2108173980_concoct_bins_bin.228		2.11e-07	2.84e-08	1.96817553953459	D	2.89328016408987	pass
T2108174142_concoct_bins_bin.114		6.09e-06	1.09e-07	1.96817553953459	D	5.80404218801677	pass
SMGC_59		3.21e-08	1.7e-08	1.96809159716707	D	0.917038550984602	pass
1111525849480093_bin.32		1.27e-07	8.57e-08	1.96803563115186	D	0.567461387547028	pass
1111525849486576_bin.11		4.89e-08	4.28e-08	1.96803563115186	D	0.192223668551087	pass
1111525849640249_bin.93		2.47e-08	3.46e-08	1.96803563115186	D	-0.486260996052047	pass
1111525849640249_bin.96		5.03e-08	4.75e-08	1.96803563115186	D	0.0826308865872169	pass
1111525849736936_bin.3		5.69e-08	2.32e-08	1.96803563115186	D	1.29430384717901	pass
SMGC_445		1.45e-08	1.08e-08	1.96324099545184	D	0.425021587851466	pass
T2108174114_concoct_bins_bin.13		6.64e-07	8.62e-08	1.96234402411834	C	2.94542346714519	pass
T2108173910_concoct_bins_bin.53		1.08e-07	5.87e-08	1.96225741885366	C	0.879598903940779	pass
T2108174042_metabat2_bins_bin.15		4.18e-08	3.23e-08	1.95761600521846	D	0.371968777386958	pass
T2108174062_metabat2_bins_bin.69		1.62e-07	3.46e-07	1.95761600521846	D	-1.0947782247521	pass
T2108174062_metabat2_bins_bin.83		9.97e-07	5.62e-07	1.95761600521846	D	0.82702337417727	pass
T2108174067_concoct_bins_bin.95		5.14e-06	8.26e-06	1.95761600521846	D	-0.684373422225567	pass
T2108174079_concoct_bins_bin.40		2.99e-08	1.46e-08	1.95761600521846	D	1.03417711531809	pass
T2108174127_metabat2_bins_bin.99		1.88e-07	7e-08	1.95761600521846	D	1.42530583473267	pass
SMGC_557		1.83e-08	1.16e-08	1.95753258245729	D	0.65771884315647	pass
1111525849752591_bin.35		3.92e-08	1.55e-08	1.95749083770518	D	1.33858543884097	pass
1111525849758776_bin.60		3.41e-08	2.2e-08	1.95749083770518	D	0.632268215499513	pass
1111525849862568_bin.51		4.57e-08	3.04e-08	1.95749083770518	D	0.588122841614484	pass
T2107172014_concoct_bins_bin.126		1.01e-07	6.32e-08	1.95687777039895	C	0.676358829462054	pass
T2108174052_concoct_bins_bin.27		1.9e-06	3.35e-06	1.95159172154836	C	-0.818161677014187	pass
T2107172014_concoct_bins_bin.126		3.03e-07	1.49e-07	1.94743067115275	D	1.02400546301079	pass
T2107172000_metabat2_bins_bin.38		9.65e-07	5.64e-08	1.94708500498121	D	4.09676187464401	pass
T2107172025_concoct_bins_bin.58		8.14e-07	4.59e-07	1.94708500498121	D	0.826534640852439	pass
T2108173920_concoct_bins_bin.164		4.53e-07	2.24e-07	1.94708500498121	D	1.01601231798863	pass
T2108174051_concoct_bins_bin.34		1.98e-08	1.25e-08	1.94708500498121	D	0.663572335417522	pass
T2109198884_concoct_bins_bin.28		2.36e-06	4.11e-06	1.94708500498121	D	-0.800351534319842	pass
SMGC_274		1.93e-08	1.38e-08	1.94700208140968	D	0.483932580489912	pass
1111525849758776_bin.47		3.5e-08	2.22e-08	1.94696064477895	D	0.656795245482223	pass
SMGC_204		5.88e-07	6.15e-07	1.94622697204809	C	-0.0647702553902379	pass
T2108173972_metabat2_bins_bin.41		4.57e-07	3.39e-07	1.94095524316228	C	0.430908891921726	pass
SMGC_80		4.4e-08	2.14e-08	1.936582567973	D	1.03989272712351	pass
T2108173867_concoct_bins_bin.134		1.58e-07	8.19e-07	1.936582567973	D	-2.37393889346391	pass
T2108174062_concoct_bins_bin.70		9.42e-08	1.49e-07	1.936582567973	D	-0.661513365736741	pass
T2108174147_concoct_bins_bin.20		7.9e-07	2.28e-06	1.936582567973	D	-1.52910926598764	pass
1111525849740170_bin.15		2.75e-07	2.27e-07	1.93645892755162	D	0.276739321121107	pass
1111525849640249_bin.14		2.23e-08	3.41e-08	1.93644519606814	D	-0.612728029103868	pass
1111525849664761_bin.1		5.12e-06	9.52e-06	1.93644519606814	D	-0.894817763307944	pass
T2108174133_concoct_bins_bin.17		4.4e-07	1.95e-07	1.93043297894867	C	1.17402939977505	pass
T2108174062_concoct_bins_bin.88		5.69e-08	4.01e-08	1.93034799521785	C	0.504826415851662	pass
T2107171973_concoct_bins_bin.19		1.33e-06	7.45e-07	1.92610866265469	D	0.836113915039028	pass
T2108173910_concoct_bins_bin.53		2.99e-06	5.24e-08	1.92610866265469	D	5.83443486243538	pass
T2108173992_concoct_bins_bin.140		1.65e-07	8.27e-08	1.92610866265469	D	0.996506789961903	pass
T2108174049_metabat2_bins_bin.12		9.69e-08	2.66e-08	1.92610866265469	D	1.86507041991389	pass
T2108174077_concoct_bins_bin.29		1.76e-07	1.42e-07	1.92610866265469	D	0.309684499132615	pass
SMGC_284		8.74e-07	1.51e-07	1.92602675512673	D	2.53308473017552	pass
SMGC_289		1.88e-08	1.41e-08	1.92602675512673	D	0.415037499278844	pass
SMGC_402		2e-08	1.38e-08	1.92602675512673	D	0.535331732996556	pass
1111525849771679_bin.10		1.02e-06	3.63e-07	1.9259858071549	D	1.49052769886311	pass
1111525849861985_bin.21		3.34e-08	2.12e-08	1.9259858071549	D	0.655783837910853	pass
1111525849481828_bin.39		3.01e-08	3.37e-08	1.92597214648113	D	-0.162985104422156	pass
1111525849768216_bin.5		1.16e-07	5.93e-08	1.9197135790082	C	0.968020795468931	pass
T2107171992_metabat2_bins_bin.59		2.32e-06	1.32e-07	1.91566331137769	D	4.13551497065648	pass
T2108173922_metabat2_bins_bin.76		4.46e-08	4.14e-08	1.91566331137769	D	0.10741294242098	pass
T2108173978_concoct_bins_bin.145		1.55e-07	7.5e-08	1.91566331137769	D	1.04730571477836	pass
T2108174013_metabat2_bins_bin.31		1.02e-06	5.93e-08	1.91566331137769	D	4.10439323720022	pass
T2108174052_concoct_bins_bin.27		1.11e-06	1.05e-06	1.91566331137769	D	0.0801703486839834	pass
T2109199085_concoct_bins_bin.10		1.49e-08	1.09e-08	1.91566331137769	D	0.450984195685235	pass
SMGC_582		1.18e-07	4.47e-08	1.91558188409559	D	1.40044012306589	pass
1111525849862995_bin.24		4.87e-08	1.86e-08	1.91554115830195	D	1.38861915097431	pass
SMGC_108		3.84e-08	3.29e-08	1.91554115830195	D	0.223018726985915	pass
1111525849736894_bin.48		3.26e-08	5.23e-08	1.91552757196838	D	-0.681938982015864	pass
T2109199157_concoct_bins_bin.15		3.75e-08	1.32e-07	1.9096548499478	C	-1.81557542886257	pass
1111525849742850_bin.16		1.63e-07	4.07e-08	1.90916501161287	C	2.00177126485219	pass
R_T2109198910_concoct_bins_bin.37		8.53e-07	9.69e-08	1.90916501161287	C	3.13797717079057	pass
SMGC_9		2.26e-08	1.57e-08	1.90524640977625	D	0.525558213523561	pass
T2108173974_metabat2_bins_bin.16		1.63e-07	9.43e-07	1.90524640977625	D	-2.53238580644402	pass
T2108173992_metabat2_bins_bin.58		3.85e-08	3.02e-08	1.90524640977625	D	0.350309896257185	pass
T2108174089_concoct_bins_bin.148		8.51e-08	4.01e-08	1.90524640977625	D	1.08555689523104	pass
T2108174123_concoct_bins_bin.96		6.17e-08	2.79e-08	1.90524640977625	D	1.14500536732023	pass
SMGC_17		1.87e-07	5.92e-08	1.9051654808669	D	1.65936918914605	pass
SMGC_381		2.17e-08	1.49e-08	1.9051654808669	D	0.542382711982318	pass
SMGC_411		2.31e-08	1.73e-08	1.9051654808669	D	0.417120813779333	pass
1111525849758776_bin.17		5.68e-08	2.83e-08	1.9051250220668	D	1.0050888766728	pass
1111525849858814_bin.13		4.94e-08	1.95e-08	1.9051250220668	D	1.34103691783507	pass
1111525849640249_bin.77		3.27e-08	3.95e-08	1.90511154827286	D	-0.272562017566383	pass
T2108173910_metabat2_bins_bin.97		1.32e-07	7.61e-08	1.89870126408752	C	0.79456957074227	pass
T2108173931_concoct_bins_bin.76		6.84e-07	2.01e-07	1.89870126408752	C	1.76680082370697	pass
T2108174049_metabat2_bins_bin.12		8.7e-07	3.95e-08	1.89870126408752	C	4.46109084255899	pass
T2108174079_concoct_bins_bin.40		2.95e-07	2.01e-08	1.89870126408752	C	3.87544754795764	pass
T2108174088_maxbin2_bins_bin.40		3.14e-07	4.4e-08	1.89870126408752	C	2.83518913025433	pass
T2108173872_concoct_bins_bin.15		1.32e-07	3.02e-08	1.89485804864318	D	2.12791747492074	pass
T2108173904_concoct_bins_bin.27		3.23e-06	4.85e-07	1.89485804864318	D	2.7354775125068	pass
T2108174065_concoct_bins_bin.5		1.15e-07	8.68e-08	1.89485804864318	D	0.405866913387258	pass
1111525849737484_bin.26		3.24e-08	2.2e-08	1.89473738254007	D	0.558490289359965	pass
1111525849853811_bin.2		2.61e-08	1.38e-08	1.89473738254007	D	0.919381539791715	pass
1111525849854152_bin.10		4.96e-08	2.19e-08	1.89473738254007	D	1.1794092507857	pass
SMGC_13		2.42e-06	8.18e-07	1.89473738254007	D	1.56483429922021	pass
1111525849480310_bin.22		2.14e-08	3.21e-08	1.8947239886248	D	-0.584962500721156	pass
1111525849486058_bin.8		4.09e-08	3.8e-08	1.8947239886248	D	0.106101424610801	pass
T2109198874_concoct_bins_bin.21		1.49e-06	5.24e-07	1.88829360345362	C	1.50767361381207	pass
T2108173965_metabat2_bins_bin.6		2.58e-07	7.07e-08	1.88821066930317	C	1.86758894550122	pass
T2108173980_metabat2_bins_bin.75		6.27e-08	3.32e-08	1.88821066930317	C	0.917282201455114	pass
T2108174044_concoct_bins_bin.173		5.72e-07	2.22e-07	1.88821066930317	C	1.36545547042828	pass
T2108174080_concoct_bins_bin.45		2.5e-07	6.95e-08	1.88821066930317	C	1.84684321193858	pass
T2107171985_metabat2_bins_bin.104		3.9e-07	7.19e-08	1.88463142944372	D	2.43941044819768	pass
T2107171993_concoct_bins_bin.109		3.9e-08	2.16e-08	1.88449815873913	D	0.852442811586142	pass
T2108174032_metabat2_bins_bin.29		4.15e-08	2.37e-08	1.88449815873913	D	0.808224277336028	pass
T2108174062_concoct_bins_bin.9		2.61e-07	2.93e-07	1.88449815873913	D	-0.166850857852363	pass
T2108174079_metabat2_bins_bin.15		5.86e-08	4.87e-08	1.88449815873913	D	0.266978892339906	pass
SMGC_250		3.54e-08	2.22e-08	1.88441820928594	D	0.673189683732891	pass
SMGC_340		3.05e-07	7.85e-08	1.88441820928594	D	1.95804468355862	pass
SMGC_615		5.59e-08	5.92e-08	1.88441820928594	D	-0.0827488927857598	pass
1111525849858814_bin.24		4.33e-08	1.81e-08	1.88437824007789	D	1.25837732764352	pass
1111525849861985_bin.72		8.95e-08	2.67e-08	1.88437824007789	D	1.74504794046406	pass
1111525849640249_bin.8		2.88e-08	4.74e-08	1.8843649289184	D	-0.718818247455947	pass
1111525849645106_bin.7		1.02e-07	5.75e-08	1.8843649289184	D	0.82693529102712	pass
SMGC_49		1.01e-07	8.28e-08	1.8829349934805	C	0.286652620139832	pass
T2108173914_metabat2_bins_bin.34		6.69e-07	3.09e-07	1.87774924846103	C	1.11439937273709	pass
T2108173980_concoct_bins_bin.172		1.63e-07	3.58e-08	1.87774924846103	C	2.18684047185418	pass
T2107171978_metabat2_bins_bin.4		3.11e-07	9.26e-08	1.87416675685914	D	1.74783048175773	pass
T2108173887_concoct_bins_bin.126		9.53e-08	1.52e-08	1.87416675685914	D	2.64840489046636	pass
T2108173914_concoct_bins_bin.106		3.15e-07	2.02e-07	1.87416675685914	D	0.640996535635484	pass
T2108174128_concoct_bins_bin.123		2.27e-08	1.57e-07	1.87416675685914	D	-2.79000035648807	pass
T2109198938_concoct_bins_bin.30		5.61e-08	4.38e-08	1.87416675685914	D	0.357069901007619	pass
T2109198943_concoct_bins_bin.21		1.02e-07	3.87e-08	1.87416675685914	D	1.39816368071445	pass
1111525849861985_bin.58		3.27e-08	1.99e-08	1.87404757713197	D	0.716522204954434	pass
1111525849478105_bin.17		2.36e-07	3.73e-07	1.87403435140099	D	-0.660388770893397	pass
1111525849640249_bin.159		4.5e-08	4.08e-08	1.87403435140099	D	0.141355849245541	pass
1111525849640249_bin.9		1.01e-07	5.51e-08	1.87403435140099	D	0.874231069068	pass
T2108173925_metabat2_bins_bin.50		1.59e-06	9.13e-07	1.86731695165496	C	0.800340000187496	pass
T2107171992_metabat2_bins_bin.72		1.28e-05	3.92e-07	1.86386380925556	D	5.02914634565952	pass
T2108173882_metabat2_bins_bin.112		5.65e-08	3.14e-08	1.86386380925556	D	0.847486308410923	pass
T2108174102_concoct_bins_bin.42		2.26e-07	1.99e-07	1.86386380925556	D	0.183554341871539	pass
T2108174127_metabat2_bins_bin.17		5.15e-08	2.15e-08	1.86386380925556	D	1.26023577248112	pass
SMGC_533		2.64e-08	1.97e-08	1.86378483982411	D	0.422342299902077	pass
SMGC_575		5.25e-08	3.25e-08	1.86378483982411	D	0.691877704637668	pass
1111525849748616_bin.46		3.67e-08	2.39e-08	1.86374536049247	D	0.618769444862464	pass
1111525849861839_bin.2		1.05e-07	4.16e-08	1.86374536049247	D	1.33573389441239	pass
1111525849481828_bin.25		3.07e-08	4.07e-08	1.86373222266834	D	-0.406790138896068	pass
SMGC_276		1.64e-06	9.84e-07	1.86207089255792	C	0.736965594166206	pass
T2108173947_concoct_bins_bin.9		5.91e-07	7.94e-07	1.85691375012147	C	-0.425980876965425	pass
T2108173981_metabat2_bins_bin.30		2.65e-07	2.44e-08	1.85691375012147	C	3.44103930677504	pass
T2108174076_concoct_bins_bin.64		5.47e-07	1.08e-07	1.85691375012147	C	2.34050952062909	pass
MET0286_bin.12		1.85e-06	4.34e-08	1.85685952248597	C	5.41368641784656	pass
T2108173892_concoct_bins_bin.28		3.74e-08	2.97e-07	1.85358929960049	D	-2.98935275580049	pass
T2108173910_metabat2_bins_bin.97		3.58e-07	6.48e-08	1.85358929960049	D	2.46589386926699	pass
T2108174032_metabat2_bins_bin.7		3.06e-08	1.74e-08	1.85358929960049	D	0.814444346843924	pass
T2108174111_metabat2_bins_bin.14		9.99e-08	4.08e-08	1.85358929960049	D	1.29191552582092	pass
SMGC_24		2.17e-08	1.75e-08	1.85351084353452	D	0.31034012061215	pass
SMGC_264		7.03e-08	5.07e-08	1.85351084353452	D	0.471538942069195	pass
SMGC_369		1.65e-08	1.23e-08	1.85351084353452	D	0.423807708906576	pass
1111525849742850_bin.4		1.89e-07	6.49e-08	1.85347160531964	D	1.5420958511093	pass
1111525849743575_bin.107		4.66e-08	3.1e-08	1.85347160531964	D	0.588061739380043	pass
1111525849743575_bin.20		4.49e-08	2.19e-08	1.85347160531964	D	1.03578457513997	pass
SMGC_140		4.66e-08	3.67e-08	1.85347160531964	D	0.344549891811068	pass
SMGC_222		1.18e-08	3.33e-09	1.85087299218168	D	1.82519277717794	pass
T2108173892_metabat2_bins_bin.26		2.08e-08	9.39e-07	1.84334325751296	D	-5.49646972440005	pass
T2108173895_concoct_bins_bin.73		1.83e-08	8.16e-08	1.84334325751296	D	-2.15672550368745	pass
T2108174145_concoct_bins_bin.102		2.53e-06	1.48e-06	1.84334325751296	D	0.77354020906536	pass
1111525849743575_bin.5		2.13e-07	1.79e-08	1.84322627897315	D	3.57282193784894	pass
DS1912041100-1_bin.2		6.58e-08	3.72e-08	1.84322627897315	D	0.82278496262721	pass
R_T2109198917_metabat2_bins_bin.17		6.85e-07	1.51e-06	1.84322627897315	D	-1.14037265636455	pass
1111525849480093_bin.43		9.71e-08	7.14e-08	1.84321329339202	D	0.443547221390093	pass
1111525849481954_bin.31		5.23e-08	5.56e-08	1.84321329339202	D	-0.0882739364765662	pass
1111525849640249_bin.29		4.94e-08	4.9e-08	1.84321329339202	D	0.0117292925821069	pass
1111525849644360_bin.43		2.63e-07	7.9e-08	1.84321329339202	D	1.7351382411152	pass
T2108174062_concoct_bins_bin.16		5.02e-08	9.98e-08	1.83619470029558	C	-0.991352451386488	pass
T2107171981_metabat2_bins_bin.37		1.24e-06	1.26e-07	1.8331256351051	D	3.29884448177432	pass
T2108173978_metabat2_bins_bin.57		2.06e-07	1.7e-08	1.8331256351051	D	3.59903768593288	pass
T2108174046_metabat2_bins_bin.60		4.02e-06	3.81e-08	1.8331256351051	D	6.72126069346033	pass
T2108174140_concoct_bins_bin.45		1.41e-07	1.16e-07	1.8331256351051	D	0.281570357271221	pass
T2108174146_concoct_bins_bin.57		2.19e-07	6.2e-08	1.8331256351051	D	1.8205907492143	pass
T2109199161_concoct_bins_bin.8		0.000216582	0.00038251	1.8331256351051	D	-0.820584118419991	pass
SMGC_207		3.5e-08	2.35e-08	1.83304812858942	D	0.574694165267329	pass
SMGC_55		1.82e-06	3.5e-07	1.83304812858942	D	2.37851162325373	pass
SMGC_71		3.71e-08	3.41e-08	1.83304812858942	D	0.121647447596631	pass
1111525849737484_bin.1		4.59e-08	2.29e-08	1.83300939530109	D	1.00314655531686	pass
SMGC_364		6.63e-07	5.56e-07	1.83099309389264	C	0.253923987389081	pass
SMGC_440		1.21e-07	3.24e-08	1.83099309389264	C	1.90094132927733	pass
T2108174048_metabat2_bins_bin.55		1.52e-06	2.35e-08	1.82587881942769	C	6.01526675665331	pass
SMGC_127		9.88e-08	8.84e-08	1.82582559786656	C	0.160464672193246	pass
T2107171978_concoct_bins_bin.61		8.92e-07	2.51e-08	1.82293643147378	D	5.15128444085689	pass
T2107171987_concoct_bins_bin.99		6.4e-08	4.33e-08	1.82293643147378	D	0.563704880160638	pass
T2108173900_concoct_bins_bin.86		3.89e-08	2.67e-06	1.82293643147378	D	-6.10092577647609	pass
T2108173920_metabat2_bins_bin.51		9.53e-07	4.76e-07	1.82293643147378	D	1.001514640602	pass
SMGC_305		4.93e-05	1e-05	1.8228594223144	D	2.30158764660319	pass
1111525849854152_bin.54		3.36e-08	1.84e-08	1.82282092285483	D	0.868755466721748	pass
1111525849480213_bin.23		5.51e-08	4.25e-08	1.82280807120691	D	0.374589477546093	pass
1111525849480988_bin.51		3.14e-08	3.53e-08	1.82280807120691	D	-0.168903624379553	pass
1111525849640249_bin.127		5.97e-08	4.55e-08	1.82280807120691	D	0.391864386178746	pass
1111525849668257_bin.4		7.1e-08	3.68e-08	1.82280807120691	D	0.948113258335032	pass
1111525849736936_bin.31		2.81e-08	4.5e-08	1.82280807120691	D	-0.679354870996111	pass
T2108174048_metabat2_bins_bin.67		2.45e-07	1.11e-07	1.82134627654678	A	1.14222207265246	pass
SMGC_606		4.5e-07	7.81e-07	1.82069196468756	C	-0.795397546924942	pass
T2108174126_concoct_bins_bin.36		9.28e-07	4.19e-07	1.81567134235512	C	1.14717456142822	pass
T2108174029_concoct_bins_bin.41		1.35e-07	6.44e-08	1.81559200331913	C	1.06782681382358	pass
T2108174089_metabat2_bins_bin.39		2.19e-07	5.91e-08	1.81559200331913	C	1.889700834311	pass
SMGC_522		1.54e-06	7.64e-08	1.81269910471678	D	4.33321390243388	pass
1111525849853811_bin.7		4.61e-08	3.17e-08	1.81266084656584	D	0.540283910289931	pass
1111525849862995_bin.22		3.84e-08	4.89e-08	1.81266084656584	D	-0.348728154231078	pass
1111525849483430_bin.14		2.63e-08	3.72e-08	1.81264809459776	D	-0.500239821815729	pass
1111525849640249_bin.56		3.12e-08	3.1e-08	1.81264809459776	D	0.00927781358801097	pass
T2108174048_metabat2_bins_bin.67		1.17e-06	5.92e-07	1.80533425032868	C	0.982839448841817	pass
T2108173895_metabat2_bins_bin.17		1.75e-08	2.13e-07	1.80264323332639	D	-3.60542660328087	pass
T2108173980_concoct_bins_bin.116		3.06e-07	4.87e-08	1.80264323332639	D	2.65153797549767	pass
T2108174044_concoct_bins_bin.77		1.9e-07	8.62e-08	1.80264323332639	D	1.14023964412921	pass
T2108174051_concoct_bins_bin.160		8.39e-08	5.32e-08	1.80264323332639	D	0.657244564938634	pass
SMGC_544		1.04e-06	8.39e-07	1.80256717597179	D	0.309840812588631	pass
1111525849640249_bin.23		4.56e-08	4.23e-08	1.80251648765473	D	0.108376161044792	pass
T2108174069_maxbin2_bins_bin.97		3.29e-08	2.74e-08	1.79285415873823	D	0.263911690774715	pass
T2107172016_metabat2_bins_bin.59		1.19e-07	7.14e-08	1.79253919660875	D	0.736965594166206	pass
T2108173910_metabat2_bins_bin.144		6.82e-07	3.8e-07	1.79253919660875	D	0.843772320693224	pass
