SGB	ann	leave_mean	unleave_mean	p	type	FC	group
1111525849663969_bin.10		8.03e-09	7.35e-09	0.0941263102031058	B	0.127655737793588	pass
1111525849486576_bin.50		8.98e-09	1.22e-08	0.0941258409257058	B	-0.442093797709102	pass
1111525849650039_bin.1		2.23e-08	2.45e-08	0.0941258409257058	B	-0.135738039082266	pass
1111525849736752_bin.44		2.21e-08	2.46e-08	0.0941258409257058	B	-0.154611945947808	pass
1111525849737484_bin.8		8.16e-09	7.54e-09	0.0941258409257058	B	0.114004628702831	pass
1111525849766006_bin.3		4.52e-08	4.94e-08	0.0941258409257058	B	-0.12818826916949	pass
1111525849861985_bin.86		2.13e-08	2.34e-08	0.0941258409257058	B	-0.135655099357566	pass
SMGC_101		1.82e-08	2.48e-08	0.0941258409257058	B	-0.446401670188179	pass
SMGC_211		7.52e-09	8.08e-09	0.0941258409257058	B	-0.103622631074157	pass
T2107171983_metabat2_bins_bin.14		2.44e-07	2.55e-08	0.0941258409257058	B	3.25831199559139	pass
T2107171984_concoct_bins_bin.99		1.24e-07	9.94e-08	0.0941258409257058	B	0.319022363711951	pass
T2107171984_metabat2_bins_bin.44		3.85e-08	4.2e-08	0.0941258409257058	B	-0.125530882083859	pass
T2108173922_metabat2_bins_bin.55		4.68e-08	4.95e-08	0.0941258409257058	B	-0.0809199953835673	pass
T2108174098_metabat2_bins_bin.118		1.88e-08	1.91e-08	0.0934849389574969	A	-0.0228399763581113	pass
T2107172016_concoct_bins_bin.106		4.1e-08	6.96e-08	0.0934804373319556	A	-0.763463396343282	pass
T2108173895_concoct_bins_bin.73		1.02e-08	1.88e-07	0.0934777368099037	A	-4.2040916045935	pass
T2108174126_metabat2_bins_bin.83		9.02e-08	4.87e-08	0.0934777368099037	A	0.889205661173039	pass
1111525849668977_bin.23		3.33e-08	3.99e-08	0.0934759362916673	A	-0.260866569151084	pass
1111525849743575_bin.5		2.1e-08	2.16e-08	0.0934759362916673	A	-0.0406419844973461	pass
R_T2109198927_metabat2_bins_bin.6		4.22e-08	4.82e-08	0.0934759362916673	A	-0.191790147522776	pass
SMGC_349		3.26e-08	3.94e-08	0.0934759362916673	A	-0.273323665225299	pass
T2108173883_concoct_bins_bin.110		1.71e-08	1.17e-07	0.0934759362916673	A	-2.77444029958487	pass
T2108173887_concoct_bins_bin.31		2.72e-08	2.84e-08	0.0934759362916673	A	-0.0622842782543427	pass
T2108173926_metabat2_bins_bin.7		1.19e-07	1.46e-07	0.0934759362916673	A	-0.295006795572074	pass
T2108173980_concoct_bins_bin.203		2.58e-08	2.47e-08	0.0934759362916673	A	0.0628600238385766	pass
T2109199119_concoct_bins_bin.20		2.34e-08	2.18e-08	0.0933042491909265	C	0.102180394806478	pass
T2108174135_concoct_bins_bin.73		2.83e-08	2.47e-07	0.0932926262702103	C	-3.12563708364016	pass
T2108174007_concoct_bins_bin.69		8.68e-08	9.86e-08	0.093289837009334	C	-0.183892603933432	pass
T2108174068_concoct_bins_bin.60		7.18e-07	1.08e-06	0.093289837009334	C	-0.588975563227779	pass
1111525849663802_bin.20		4.77e-08	1.07e-07	0.0932879780503946	C	-1.165549625283	pass
T2108173922_concoct_bins_bin.77		5.25e-08	1.17e-08	0.0923222576225223	B	2.16580889297008	pass
T2108174007_concoct_bins_bin.114		1.1e-07	7.86e-08	0.0923222576225223	B	0.484902306153415	pass
T2108174098_concoct_bins_bin.182		6.94e-08	1.14e-07	0.0923222576225223	B	-0.716026256473843	pass
1111525849640573_bin.15		1.38e-07	1.29e-06	0.0921167079827195	D	-3.22463089353245	pass
T2108174062_metabat2_bins_bin.69		7.03e-08	7.96e-08	0.0917165308708839	A	-0.179243741471113	pass
T2107171973_concoct_bins_bin.41		4.92e-07	1.29e-06	0.0915016248948304	C	-1.39064084497138	pass
T2109199002_metabat2_bins_bin.9		2.83e-08	3.09e-08	0.0905278367346448	B	-0.126804785072492	pass
T2109199058_metabat2_bins_bin.12		4.41e-08	5.84e-08	0.0905278367346448	B	-0.405189713322497	pass
T2109199170_concoct_bins_bin.22		1.17e-08	1.19e-08	0.0905278367346448	B	-0.0244530437245391	pass
SMGC_572		1.01e-08	1.12e-08	0.0905251363219308	B	-0.149143439305809	pass
T2108174135_concoct_bins_bin.92		1.08e-08	1.25e-08	0.0905251363219308	B	-0.210896782498618	pass
T2108174145_metabat2_bins_bin.44		6.86e-08	1.38e-07	0.0905251363219308	B	-1.00838778549272	pass
1111525849743575_bin.12		3.02e-08	3.37e-08	0.0905233362344307	B	-0.158200041856779	pass
1111525849767596_bin.17		1.34e-08	2.1e-08	0.0905233362344307	B	-0.64815632720835	pass
SMGC_148		1.51e-08	1.15e-08	0.0905233362344307	B	0.392914688380704	pass
SMGC_333		1.68e-08	1.84e-08	0.0905233362344307	B	-0.131244533278252	pass
T2107171984_metabat2_bins_bin.41		2.73e-08	2.29e-08	0.0905233362344307	B	0.253553352822909	pass
T2108173925_metabat2_bins_bin.51		5.83e-08	5.45e-08	0.0905233362344307	B	0.0972396535362079	pass
T2108173978_concoct_bins_bin.221		1.33e-08	1.33e-08	0.0905233362344307	B	0	pass
T2108173981_maxbin2_bins_bin.74		5.41e-08	7.69e-08	0.0905233362344307	B	-0.507355004135011	pass
T2108173992_metabat2_bins_bin.114		1.62e-08	1.72e-08	0.0905233362344307	B	-0.0864147518174732	pass
T2108173992_metabat2_bins_bin.22		1.17e-07	7.07e-07	0.0905233362344307	B	-2.59520168522599	pass
SMGC_94		4.08e-08	9.65e-08	0.090158721215696	A	-1.24195979018395	pass
T2108173986_concoct_bins_bin.58		2.15e-08	1.22e-08	0.0899702043266005	A	0.817455512026574	pass
MET0282_bin.18		7.98e-09	7.96e-09	0.0899658843032664	A	0.00362031567869688	pass
T2108174111_metabat2_bins_bin.34		1.93e-07	2.71e-07	0.089963292096191	A	-0.489692004085791	pass
T2109198943_concoct_bins_bin.21		3.38e-08	3.31e-08	0.089963292096191	A	0.0301920294749665	pass
T2109199046_concoct_bins_bin.6		6.3e-08	1.49e-08	0.089963292096191	A	2.08003949792512	pass
1111525849640249_bin.34		1.29e-08	1.33e-08	0.0899619965327075	A	-0.0440551800779355	pass
1111525849640573_bin.37		1.43e-08	1.38e-08	0.0899615643229041	A	0.0513468800002206	pass
1111525849669703_bin.2		1.31e-08	1.23e-08	0.0899615643229041	A	0.0909084961982106	pass
1111525849758776_bin.19		1.33e-08	1.44e-08	0.0899615643229041	A	-0.114642565941123	pass
SMGC_36		1.4e-05	2.12e-05	0.0899615643229041	A	-0.598637437618233	pass
SMGC_507		1.53e-08	1.97e-08	0.0899615643229041	A	-0.364663976763725	pass
SMGC_589		1.25e-08	1.2e-08	0.0899615643229041	A	0.0588936890535683	pass
SMGC_9		1.26e-08	1.29e-08	0.0899615643229041	A	-0.0339473319233375	pass
T2108173887_concoct_bins_bin.7		1.73e-08	1.74e-08	0.0899615643229041	A	-0.00831526821200374	pass
T2108174111_metabat2_bins_bin.28		5.75e-08	6.27e-08	0.0897243065437929	C	-0.124903486970301	pass
T2108173918_concoct_bins_bin.121		4.32e-06	2.55e-06	0.0897216319470448	C	0.760534065304611	pass
1111525849857514_bin.35		7.22e-08	3.76e-07	0.0897198490696817	C	-2.38066191967783	pass
DT2007043836-1_bin.1		7.9e-08	2.65e-07	0.0897198490696817	C	-1.74606780127346	pass
T2108173874_metabat2_bins_bin.128		5.5e-08	1.19e-07	0.0887308899422008	B	-1.11345804978328	pass
T2108173977_concoct_bins_bin.72		2.83e-08	9.15e-09	0.0887308899422008	B	1.62895840454784	pass
SMGC_219		7.48e-07	6.93e-07	0.0885982712834676	D	0.110182917750423	pass
SMGC_356		1.46e-09	6.37e-09	0.088481296866289	B	-2.12532500337628	pass
T2108174007_metabat2_bins_bin.88		1.39e-08	1.38e-08	0.0882165827942526	A	0.0104166159453384	pass
T2108174050_concoct_bins_bin.83		1.11e-07	1.95e-08	0.0882165827942526	A	2.50901364748786	pass
T2108173992_metabat2_bins_bin.112		2.06e-08	2.18e-08	0.0882127761006122	A	-0.081683797593708	pass
T2108174007_concoct_bins_bin.114		1.53e-07	1.21e-07	0.0882127761006122	A	0.338524605418057	pass
SMGC_324		9.33e-08	1.2e-06	0.0879444457182669	C	-3.68501351453148	pass
SMGC_390		3.07e-07	4.2e-07	0.0879444457182669	C	-0.452150672295943	pass
SMGC_99		1.18e-08	1.15e-08	0.0879434209870671	A	0.0371529984174658	pass
SMGC_98		6.76e-09	7.23e-09	0.0873429313568438	A	-0.0969724006689335	pass
T2108174114_metabat2_bins_bin.52		8.95e-08	8.79e-08	0.086944854025376	B	0.0260245170082147	pass
T2108174135_concoct_bins_bin.134		1.48e-08	5.09e-08	0.086944854025376	B	-1.78206848044675	pass
T2108174135_concoct_bins_bin.90		1.14e-08	1.15e-08	0.086944854025376	B	-0.0126000367796336	pass
T2109198897_maxbin2_bins_bin.3		4.74e-08	4.78e-08	0.086944854025376	B	-0.0121235590824893	pass
T2109198923_concoct_bins_bin.2		3.45e-08	3.68e-08	0.086944854025376	B	-0.0931094043914815	pass
1111525849475912_bin.33		1.17e-08	1.15e-08	0.086943130260549	B	0.0248746686390295	pass
1111525849478674_bin.29		8.14e-09	8.43e-09	0.086943130260549	B	-0.0505038366758352	pass
1111525849638922_bin.3		1.22e-08	1.1e-08	0.086943130260549	B	0.149377624038227	pass
1111525849640249_bin.88		9.47e-09	1.17e-08	0.086943130260549	B	-0.305072199002382	pass
1111525849640249_bin.9		1.72e-08	1.38e-08	0.086943130260549	B	0.317740297923929	pass
1111525849650039_bin.23		2.48e-08	2.71e-08	0.086943130260549	B	-0.127952730966996	pass
1111525849663683_bin.19		1.66e-07	1.41e-07	0.086943130260549	B	0.235488078948131	pass
1111525849742850_bin.4		6.27e-08	6.5e-08	0.086943130260549	B	-0.0519742751137779	pass
1111525849752591_bin.35		1.03e-08	1.03e-08	0.086943130260549	B	0	pass
1111525849854152_bin.43		5.28e-06	5.11e-06	0.086943130260549	B	0.047214638420832	pass
SMGC_129		6.75e-09	6.5e-09	0.086943130260549	B	0.0544477840223762	pass
SMGC_139		1.74e-08	1.74e-08	0.086943130260549	B	0	pass
SMGC_271		9.77e-08	1.23e-07	0.086943130260549	B	-0.332227848258217	pass
T2108173883_metabat2_bins_bin.61		1.45e-08	1.15e-08	0.086943130260549	B	0.334419039070559	pass
T2108173911_concoct_bins_bin.87		1.56e-07	1.23e-08	0.086943130260549	B	3.66481580841037	pass
T2108173920_concoct_bins_bin.176		4.45e-08	3.94e-08	0.086943130260549	B	0.175609706397384	pass
T2108173926_metabat2_bins_bin.110		2.22e-07	1.01e-07	0.086943130260549	B	1.13620438359831	pass
T2108173978_concoct_bins_bin.183		2.31e-08	2.3e-08	0.086943130260549	B	0.00625899047168229	pass
SMGC_224		6.54e-09	7.09e-09	0.0866096889781704	A	-0.116494991741434	pass
1111525849771679_bin.28		9.35e-08	3.16e-08	0.0864701058933443	A	1.5650418065979	pass
T2108174070_concoct_bins_bin.44		2.92e-07	2.56e-07	0.0864701058933443	A	0.189824558880017	pass
T2108174128_concoct_bins_bin.93		2.65e-07	2.04e-06	0.0864701058933443	A	-2.9445048874083	pass
1111525849669408_bin.9		4.61e-08	5.14e-08	0.0864684497283123	A	-0.15700160876454	pass
1111525849742850_bin.4		7.9e-08	7.06e-08	0.0864684497283123	A	0.162184469793285	pass
1111525849852309_bin.14		1.78e-08	1.89e-08	0.0864684497283123	A	-0.0865089932546748	pass
1111525849853957_bin.52		2.21e-08	1.61e-08	0.0864684497283123	A	0.456985681276815	pass
1111525849863945_bin.11		1.45e-08	1.44e-08	0.0864684497283123	A	0.00998408857262207	pass
SMGC_209		2.56e-08	1.45e-07	0.0864684497283123	A	-2.5018371849023	pass
SMGC_457		2.5e-08	2.65e-08	0.0864684497283123	A	-0.0840642647884745	pass
SMGC_61		1.25e-08	1.19e-08	0.0864684497283123	A	0.0709665213541433	pass
SMGC_621		2.19e-08	2.28e-08	0.0864684497283123	A	-0.0581029545635681	pass
T2108173883_metabat2_bins_bin.53		4.44e-08	2.44e-07	0.0864684497283123	A	-2.45824956610014	pass
T2108173962_concoct_bins_bin.57		3.81e-08	3.81e-08	0.0864684497283123	A	0	pass
T2108173965_metabat2_bins_bin.58		4.78e-08	7.84e-08	0.0864684497283123	A	-0.71384303613446	pass
T2108173922_metabat2_bins_bin.55		1.48e-07	2.43e-07	0.0861753523548136	C	-0.715359137976831	pass
T2108174072_concoct_bins_bin.83		1.37e-07	1.97e-07	0.0861753523548136	C	-0.52401973649585	pass
1111525849478145_bin.1		1e-06	3.7e-06	0.0861736448818212	C	-1.88752527074159	pass
T2108174021_metabat2_bins_bin.42		3.36e-08	2.76e-08	0.0851617940324315	B	0.283792966000591	pass
T2108174023_metabat2_bins_bin.80		1.23e-07	3.65e-08	0.0851617940324315	B	1.75268994645922	pass
T2108174003_concoct_bins_bin.67		5.26e-08	6.4e-08	0.085101913193337	D	-0.28300910559506	pass
T2109198871_concoct_bins_bin.19		3.32e-07	5.09e-07	0.085101913193337	D	-0.616482414728771	pass
T2108174010_metabat2_bins_bin.39		2.18e-08	4.2e-08	0.0847302530917649	A	-0.946061192889196	pass
T2108174023_concoct_bins_bin.28		2.93e-08	1.46e-08	0.0833868172257167	B	1.00493229554223	pass
T2108174111_metabat2_bins_bin.11		1.18e-08	1.21e-08	0.0833868172257167	B	-0.0362201879127533	pass
T2108174120_metabat2_bins_bin.24		1.34e-08	4.19e-07	0.0833868172257167	B	-4.96664533812894	pass
T2108174135_metabat2_bins_bin.4		2.55e-08	2.85e-08	0.0833868172257167	B	-0.160464672193246	pass
1111525849478674_bin.21		1.21e-08	1.21e-08	0.083385168567243	B	0	pass
1111525849480213_bin.23		1.04e-08	9.5e-09	0.083385168567243	B	0.130584109810144	pass
1111525849668257_bin.4		1.48e-08	1.35e-08	0.083385168567243	B	0.132637768578119	pass
1111525849736894_bin.9		2.87e-08	3.14e-08	0.083385168567243	B	-0.129713822215939	pass
1111525849737484_bin.28		2.08e-08	2.24e-08	0.083385168567243	B	-0.106915203916512	pass
1111525849752670_bin.3		1.85e-07	2.65e-07	0.083385168567243	B	-0.51846708893425	pass
1111525849755503_bin.11		8.32e-09	8.48e-09	0.083385168567243	B	-0.0274807364221072	pass
1111525849862132_bin.3		9.43e-09	8.64e-09	0.083385168567243	B	0.126226458511628	pass
R_T2109198960_concoct_bins_bin.28		1.51e-08	1.67e-08	0.083385168567243	B	-0.145299553148973	pass
SMGC_123		2.72e-08	7.11e-08	0.083385168567243	B	-1.38624290836908	pass
SMGC_230		9.5e-09	1e-08	0.083385168567243	B	-0.0740005814437767	pass
SMGC_27		1.2e-08	8.4e-09	0.083385168567243	B	0.514573172829758	pass
SMGC_411		1.27e-08	1.37e-08	0.083385168567243	B	-0.109347396188361	pass
SMGC_80		1.12e-08	8.07e-09	0.083385168567243	B	0.472858153667186	pass
T2107171953_concoct_bins_bin.160		1.22e-08	1.37e-08	0.083385168567243	B	-0.16729474539764	pass
T2107171981_metabat2_bins_bin.45		1.21e-08	1.32e-08	0.083385168567243	B	-0.125530882083859	pass
T2108173886_metabat2_bins_bin.77		7.21e-08	1.05e-08	0.083385168567243	B	2.7796099315747	pass
T2108173887_concoct_bins_bin.178		1.31e-08	1.19e-08	0.083385168567243	B	0.138605238229507	pass
T2108173887_concoct_bins_bin.33		2.82e-08	3.08e-08	0.083385168567243	B	-0.127235188296108	pass
T2108173887_concoct_bins_bin.7		1.41e-08	1.47e-08	0.083385168567243	B	-0.0601209924375707	pass
T2108173961_metabat2_bins_bin.66		1.31e-07	5.49e-08	0.083385168567243	B	1.25468875741961	pass
T2108173981_metabat2_bins_bin.52		1.66e-08	1.36e-08	0.083385168567243	B	0.287576590096585	pass
T2108174089_concoct_bins_bin.148		1.57e-08	1.76e-08	0.083018739180509	A	-0.16481086974567	pass
T2107172016_concoct_bins_bin.139		5.65e-08	5.14e-08	0.0830104130276369	A	0.136482508108672	pass
T2108174088_concoct_bins_bin.94		2.33e-07	2.48e-08	0.0829981270385481	A	3.23191792915477	pass
T2108173887_concoct_bins_bin.126		1.36e-08	1.33e-08	0.0829969383107839	A	0.0321804057491497	pass
1111525849638712_bin.15		2.31e-08	2.99e-08	0.0829965418936682	A	-0.372252632782048	pass
1111525849640573_bin.15		2.34e-08	8.21e-08	0.0829965418936682	A	-1.8108736921944	pass
1111525849663802_bin.8_new		1.35e-08	1.53e-08	0.0829965418936682	A	-0.180572245641821	pass
1111525849853811_bin.11		2.7e-08	2.86e-08	0.0829965418936682	A	-0.0830557397275585	pass
1111525849858550_bin.37		1.72e-08	1.82e-08	0.0829965418936682	A	-0.0815298854965985	pass
SMGC_241		3.24e-05	2.13e-05	0.0829965418936682	A	0.605140382658787	pass
T2108173887_metabat2_bins_bin.162		1.19e-08	1.23e-08	0.0829965418936682	A	-0.0476967420312961	pass
T2109199163_concoct_bins_bin.14		3.18e-08	4.07e-08	0.0826636041365374	C	-0.356002028981892	pass
T2109199194_concoct_bins_bin.17		3.81e-08	3.67e-08	0.0826636041365374	C	0.0540109346501091	pass
T2108173881_metabat2_bins_bin.74		3.61e-07	3.04e-06	0.0826509455113583	C	-3.07400058144378	pass
T2109198985_concoct_bins_bin.3		4.43e-08	3.24e-07	0.0816243643691332	D	-2.87061520921697	pass
SMGC_594		1.41e-08	1.46e-08	0.0816149155923367	B	-0.0502732064812235	pass
T2108174006_metabat2_bins_bin.83		9.87e-08	9.71e-08	0.0816149155923367	B	0.0235787890372055	pass
T2108174007_concoct_bins_bin.13		3.41e-08	3.25e-08	0.0816149155923367	B	0.0693320211083556	pass
T2108174039_concoct_bins_bin.6		2.08e-08	7.52e-08	0.0816149155923367	B	-1.85414913353655	pass
T2108174047_metabat2_bins_bin.28		2.93e-08	2.1e-08	0.0816149155923367	B	0.480511336756125	pass
T2108174052_concoct_bins_bin.113		4.02e-08	4.02e-08	0.0816149155923367	B	0	pass
T2108174062_concoct_bins_bin.38		8.38e-08	9.29e-08	0.0812689119867141	A	-0.148728352683301	pass
T2108174062_concoct_bins_bin.57		2.64e-08	4.33e-08	0.0812689119867141	A	-0.713829095368271	pass
T2108174062_concoct_bins_bin.88		3.74e-08	3.68e-08	0.0812689119867141	A	0.0233325038306237	pass
T2107171968_concoct_bins_bin.49		8.78e-08	2.32e-07	0.0808957314437137	C	-1.40183196047958	pass
T2109198948_concoct_bins_bin.17		5.26e-08	4.64e-08	0.0798533325740847	B	0.18093799416473	pass
T2109198958_concoct_bins_bin.23		1.05e-08	1.07e-08	0.0798533325740847	B	-0.0272214687350243	pass
T2109198978_concoct_bins_bin.19		3.34e-08	9.53e-08	0.0798533325740847	B	-1.51262811143589	pass
T2108174072_concoct_bins_bin.32		1.7e-08	3.26e-08	0.079850971231173	B	-0.939337218093376	pass
T2108174120_metabat2_bins_bin.31		1.68e-08	2.63e-07	0.079850971231173	B	-3.9685296614009	pass
T2108174126_metabat2_bins_bin.27		6.93e-08	4.29e-08	0.079850971231173	B	0.691877704637668	pass
T2108174126_metabat2_bins_bin.80		1.27e-08	1.04e-08	0.079850971231173	B	0.288244968631074	pass
T2108174135_metabat2_bins_bin.113		1.02e-08	1.08e-08	0.079850971231173	B	-0.082462160191973	pass
1111525849640573_bin.32		1.04e-08	1.03e-08	0.0798493975316537	B	0.0139391909578738	pass
1111525849736936_bin.29		1.46e-08	1.28e-08	0.0798493975316537	B	0.189824558880017	pass
1111525849737518_bin.30		9.73e-09	9.94e-09	0.0798493975316537	B	-0.0308060467811746	pass
DSKIN0041-1_bin.25		1.35e-08	1.24e-08	0.0798493975316537	B	0.122619286663956	pass
DSKIN0049-1_bin.16		7.18e-09	6.99e-09	0.0798493975316537	B	0.038691388447615	pass
SMGC_511		4.58e-08	4.49e-08	0.0798493975316537	B	0.0286321533557971	pass
SMGC_514		3.74e-08	3.41e-08	0.0798493975316537	B	0.133266530863464	pass
SMGC_526		4.18e-08	4.45e-08	0.0798493975316537	B	-0.0903023937728775	pass
T2107172016_concoct_bins_bin.113		4.87e-08	2.49e-08	0.0798493975316537	B	0.967776030014261	pass
T2108173913_metabat2_bins_bin.75		2.45e-07	1.1e-08	0.0798493975316537	B	4.47720632036527	pass
T2108173971_concoct_bins_bin.35		1.47e-07	6.88e-08	0.0798493975316537	B	1.09533568502163	pass
T2108174131_metabat2_bins_bin.53		1.75e-08	1.5e-08	0.0795495774286889	A	0.222392421336448	pass
T2108173904_concoct_bins_bin.115		6.28e-08	1.71e-08	0.0795473048427651	A	1.87676823400573	pass
T2108174102_concoct_bins_bin.97		3.57e-08	7.43e-08	0.0795473048427651	A	-1.0574381365095	pass
T2108174126_concoct_bins_bin.36		1.74e-07	1e-07	0.0795473048427651	A	0.799087306074004	pass
T2108174133_concoct_bins_bin.139		6.49e-08	9.81e-08	0.0795473048427651	A	-0.5960346582201	pass
1111525849640249_bin.88		1.4e-08	2.1e-08	0.0795457901398166	A	-0.584962500721156	pass
1111525849667770_bin.14		5.6e-08	5.66e-08	0.0795457901398166	A	-0.0153752258869158	pass
1111525849755503_bin.23		1.28e-08	1.27e-08	0.0795457901398166	A	0.0113153132278341	pass
1111525849859186_bin.17		3.62e-08	3.77e-08	0.0795457901398166	A	-0.058574826185459	pass
1111525849862995_bin.36		1.93e-08	2.11e-08	0.0795457901398166	A	-0.128642151439105	pass
SMGC_506		3.75e-07	9.67e-07	0.0795457901398166	A	-1.3666252940936	pass
SMGC_543		1.28e-08	1.22e-08	0.0795457901398166	A	0.0692626624371138	pass
T2108173874_maxbin2_bins_bin.18		1.18e-05	2.23e-06	0.0795457901398166	A	2.4036712443289	pass
T2108173874_metabat2_bins_bin.53		1.84e-08	2.75e-08	0.0795457901398166	A	-0.579725852355009	pass
T2108173980_concoct_bins_bin.200		2.76e-08	2.72e-08	0.0795457901398166	A	0.0210616155278296	pass
T2109199028_metabat2_bins_bin.8		7.71e-08	9.41e-08	0.0791545968186806	C	-0.287463862813503	pass
T2108173906_maxbin2_bins_bin.19		3.15e-06	3.31e-06	0.0781681221016105	D	-0.0714793884199389	pass
T2108174062_concoct_bins_bin.152		7.48e-08	2.13e-06	0.0781681221016105	D	-4.83167135011293	pass
T2109199191_concoct_bins_bin.5		1.43e-07	4.57e-07	0.0781681221016105	D	-1.67617901827968	pass
T2108173996_concoct_bins_bin.94		7.62e-08	7.97e-08	0.0780902006281068	B	-0.06478872649715	pass
T2108174062_concoct_bins_bin.38		7.33e-08	7.09e-08	0.0780902006281068	B	0.0480275708942957	pass
T2108174030_metabat2_bins_bin.17		3.16e-08	2.48e-08	0.0778287023381373	A	0.349584437790228	pass
T2108174050_concoct_bins_bin.5		1.48e-07	3.54e-08	0.0778287023381373	A	2.06377591043331	pass
SMGC_2		5.75e-08	5.32e-08	0.0774040905640152	C	0.112135710330548	pass
SMGC_209		5.55e-08	2.8e-07	0.0774040905640152	C	-2.33486715059486	pass
SMGC_85		2.62e-08	4.2e-08	0.0773294300239662	B	-0.680822516128672	pass
T2109199085_concoct_bins_bin.31		1.2e-08	1.07e-08	0.0763432640264095	B	0.165423609207371	pass
T2109198974_concoct_bins_bin.25		3.06e-08	3.32e-08	0.0763395128793583	B	-0.117651588654273	pass
T2109199171_concoct_bins_bin.19		1.46e-08	2.37e-08	0.0763395128793583	B	-0.698918690018242	pass
T2108174135_concoct_bins_bin.23		9.35e-09	1.89e-08	0.0763372627244311	B	-1.01534796433344	pass
T2108174135_concoct_bins_bin.69		1.31e-08	1.86e-08	0.0763372627244311	B	-0.505735809570581	pass
T2108174145_metabat2_bins_bin.64		1.22e-07	7.43e-07	0.0763372627244311	B	-2.60648106297571	pass
1111525849478674_bin.19		1.3e-08	1.34e-08	0.0763357622824565	B	-0.0437213774293177	pass
1111525849640249_bin.125		6.43e-09	5.97e-09	0.0763357622824565	B	0.107087806063142	pass
1111525849663740_bin.22		8.5e-08	6.23e-08	0.0763357622824565	B	0.448230678001062	pass
1111525849736824_bin.22		3.34e-08	3.52e-08	0.0763357622824565	B	-0.0757273261632449	pass
1111525849743258_bin.42		2.47e-08	2.36e-08	0.0763357622824565	B	0.0657241822228365	pass
1111525849755503_bin.1		8.95e-09	8.95e-09	0.0763357622824565	B	0	pass
1111525849771023_bin.43		3.78e-08	2.94e-08	0.0763357622824565	B	0.362570079384708	pass
SMGC_118		3.11e-08	1.71e-08	0.0763357622824565	B	0.862918255244705	pass
SMGC_17		2.69e-08	2.94e-08	0.0763357622824565	B	-0.12820998227974	pass
SMGC_278		1.36e-08	1.45e-08	0.0763357622824565	B	-0.0924462487645953	pass
SMGC_74		1.13e-08	9.58e-09	0.0763357622824565	B	0.23822521156637	pass
T2108173895_concoct_bins_bin.73		6.92e-09	1.23e-07	0.0763357622824565	B	-4.15174246747724	pass
T2108173913_concoct_bins_bin.135		1.48e-07	1.5e-08	0.0763357622824565	B	3.30256277002043	pass
T2108173934_metabat2_bins_bin.27		7.23e-08	1e-07	0.0763357622824565	B	-0.467932447710969	pass
T2109199028_metabat2_bins_bin.8		4.73e-08	5.09e-08	0.0761175896264384	A	-0.1058254727363	pass
1111525849478674_bin.44		3.26e-08	3.1e-08	0.0761161442794764	A	0.0726037489568402	pass
1111525849480213_bin.28		1.23e-08	1.21e-08	0.0761161442794764	A	0.0236512680646453	pass
1111525849483071_bin.25		1.45e-07	4.51e-08	0.0761161442794764	A	1.68485356164692	pass
1111525849640249_bin.47		2.09e-08	1.94e-08	0.0761161442794764	A	0.107446289893755	pass
1111525849663614_bin.77		7.24e-08	7.52e-08	0.0761161442794764	A	-0.0547429645944321	pass
1111525849736894_bin.48		2.16e-08	2.46e-08	0.0761161442794764	A	-0.187627003175771	pass
1111525849758776_bin.60		2.49e-08	2.72e-08	0.0761161442794764	A	-0.127460909182258	pass
1111525849862568_bin.38		2.26e-08	2.39e-08	0.0761161442794764	A	-0.0806878455655608	pass
SMGC_127		5.34e-08	5.06e-08	0.0761161442794764	A	0.0777023569932437	pass
SMGC_14		5.4e-08	5.68e-08	0.0761161442794764	A	-0.0729315224538511	pass
SMGC_426		1.85e-08	1.9e-08	0.0761161442794764	A	-0.0384741478146358	pass
T2107171990_concoct_bins_bin.37		4.04e-08	1.08e-06	0.0761161442794764	A	-4.7405322091864	pass
T2108174122_concoct_bins_bin.61		2.8e-07	7.06e-07	0.0756697695303399	C	-1.33424135632621	pass
T2107171966_concoct_bins_bin.60		6.67e-08	8.67e-07	0.074733136797224	D	-3.70027332692461	pass
T2108173880_concoct_bins_bin.13		6.72e-08	5.96e-07	0.074733136797224	D	-3.14877919257076	pass
T2108173881_metabat2_bins_bin.56		3.75e-06	1.92e-06	0.074733136797224	D	0.965784284662087	pass
SMGC_258		9.13e-08	1.24e-07	0.0747310104980407	D	-0.441653355290015	pass
T2108173863_metabat2_bins_bin.26		7.93e-09	8.01e-09	0.0745875944507503	B	-0.0144813767047316	pass
T2108174003_concoct_bins_bin.56		5.13e-08	7.38e-08	0.0745875944507503	B	-0.524661990453342	pass
T2108174058_concoct_bins_bin.103		1.11e-08	1.79e-08	0.0745875944507503	B	-0.689399910914151	pass
T2108174063_metabat2_bins_bin.56		1.42e-08	1.2e-08	0.0745875944507503	B	0.242856523896164	pass
T2108174062_concoct_bins_bin.69		4.43e-08	6.17e-08	0.0744127468597469	A	-0.4779637905944	pass
T2108174050_concoct_bins_bin.35		1.64e-07	3.82e-08	0.0744095726534006	A	2.1020512714697	pass
SMGC_462		9.77e-08	5.89e-07	0.0739341892783502	C	-2.59183716674944	pass
T2107171967_concoct_bins_bin.37		1.63e-07	1.15e-06	0.0739341892783502	C	-2.81868999160066	pass
SMGC_356		1.45e-07	1.84e-07	0.0738486062350362	D	-0.343652866042079	pass
